index,SongID,Performer,Song,spotify_genre,spotify_track_id,spotify_track_preview_url,spotify_track_duration_ms,spotify_track_popularity,spotify_track_explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
876,SugarMaroon 5,Maroon 5,Sugar,"['pop', 'pop rock']",2iuZJX9X9P0GKaE93xcPjk,,235493.0,81.0,True,0.748,0.788,1.0,-7.055,1.0,0.0334,0.0591,0.0,0.0863,0.884,120.076,4.0
877,Coast Is ClearSkrillex,Skrillex,Coast Is Clear,"['brostep', 'complextro', 'edm', 'electro', 'electro house']",1c35oVynBuaFs99MNGUOUj,https://p.scdn.co/mp3-preview/b925c38e82fff78464a05794f8003ab549406b7e?cid=b8d3901151d34489a160e3cf0ab1fa94,243546.0,47.0,True,0.618,0.802,1.0,-3.609,1.0,0.143,0.212,0.0,0.293,0.134,79.991,4.0
878,Dive InCool Company,Cool Company,Dive In,['vapor soul'],7jqIgg3ntREvVd3j5Zesvb,https://p.scdn.co/mp3-preview/70b88cf9f9bcf793341f7219dab622017e47c34c?cid=b8d3901151d34489a160e3cf0ab1fa94,226000.0,32.0,False,0.956,0.372,6.0,-7.455,1.0,0.0613,0.0435,9.73e-06,0.138,0.848,106.997,4.0
879,Gear JammerGeorge Thorogood & The Destroyers,George Thorogood & The Destroyers,Gear Jammer,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'roots rock']",0fBksbWGzxrnqqM45h4M7a,,279306.0,38.0,False,0.218,0.932,7.0,-11.744,1.0,0.0674,0.00232,0.262,0.195,0.233,182.908,4.0
880,Ain't No SunshineBill Withers,Bill Withers,Ain't No Sunshine,"['classic soul', 'funk', 'motown', 'quiet storm', 'soul']",1k1Bqnv2R0uJXQN4u6LKYt,https://p.scdn.co/mp3-preview/2f56920743ab7da6d3d6331868dd23bbe72cd063?cid=b8d3901151d34489a160e3cf0ab1fa94,125093.0,76.0,False,0.479,0.416,4.0,-11.451,0.0,0.124,0.457,1.72e-05,0.118,0.514,79.593,4.0
881,Crown Of Worms - 2004 Digital RemasterMegadeth,Megadeth,Crown Of Worms - 2004 Digital Remaster,"['album rock', 'alternative metal', 'groove metal', 'hard rock', 'melodic thrash', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",,,,,,,,,,,,,,,,,
882,Budding TreesNahko and Medicine for the People,Nahko and Medicine for the People,Budding Trees,['modern folk rock'],3E3I7DBGCIsIgT1a1UJEFK,,384250.0,53.0,False,0.603,0.562,4.0,-7.66,1.0,0.0381,0.549,0.0,0.225,0.592,116.02,4.0
883,We're Not Gonna Take ItTwisted Sister,Twisted Sister,We're Not Gonna Take It,"['album rock', 'glam metal', 'hard rock', 'metal', 'rock']",1hlveB9M6ijHZRbzZ2teyh,https://p.scdn.co/mp3-preview/7d9817fd8b28edcc5a495fa7a7fea4c0d8a0853a?cid=b8d3901151d34489a160e3cf0ab1fa94,219666.0,73.0,False,0.502,0.924,4.0,-6.299,1.0,0.0503,0.0127,0.0,0.162,0.922,149.186,4.0
884,Oh SherrieSteve Perry,Steve Perry,Oh Sherrie,"['album rock', 'mellow gold', 'soft rock', 'yacht rock']",4zEi4tr3lEhiAvTRxEzbEz,https://p.scdn.co/mp3-preview/b7939c1db4732850a0397e31da6d752e09f15d4f?cid=b8d3901151d34489a160e3cf0ab1fa94,229346.0,62.0,False,0.333,0.695,5.0,-5.116,1.0,0.0465,0.372,7.13e-06,0.107,0.317,203.753,4.0
885,BungalowScott Helman,Scott Helman,Bungalow,"['canadian folk', 'folk-pop']",6CWIKEpJJjxLmcGhD8DN3T,https://p.scdn.co/mp3-preview/7506241ec8ad5aef9e9062a82a01c2db760ac615?cid=b8d3901151d34489a160e3cf0ab1fa94,212093.0,49.0,False,0.707,0.828,1.0,-4.782,1.0,0.0458,0.0415,1.77e-06,0.107,0.538,119.984,4.0
886,You'd Be SurprisedMike Birbiglia,Mike Birbiglia,You'd Be Surprised,"['clean comedy', 'comedy', 'comic']",7DThh9BapAsQc0TPHse7P1,https://p.scdn.co/mp3-preview/f50981caee9d885749adb8241ffa8c845a85ebd5?cid=b8d3901151d34489a160e3cf0ab1fa94,192506.0,28.0,False,0.53,0.566,11.0,-8.544,0.0,0.924,0.83,0.0,0.681,0.426,83.562,4.0
887,Bump That BassHoliday Mountain,Holiday Mountain,Bump That Bass,['austindie'],2WFuM7o2vJsnrfWKLbblni,https://p.scdn.co/mp3-preview/4f3c43c0d7123f88dce3ef99b80ae5844a51493b?cid=b8d3901151d34489a160e3cf0ab1fa94,199158.0,25.0,True,0.678,0.784,10.0,-6.556,1.0,0.0318,0.00238,7.77e-06,0.13,0.385,130.003,4.0
888,The Dream Of The Blue TurtlesSting,Sting,The Dream Of The Blue Turtles,"['permanent wave', 'soft rock']",2tnlTf2pIIYlQtUAo5AbNE,,212400.0,48.0,False,0.55,0.465,7.0,-16.189,1.0,0.0373,0.284,0.0,0.0684,0.872,81.332,4.0
889,I Don't MindGriz,Griz,I Don't Mind,"['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']",5CAOBMrwzaQjAGNRsXJIj5,https://p.scdn.co/mp3-preview/555b59170998c4063c64913e776b418bc5a0b955?cid=b8d3901151d34489a160e3cf0ab1fa94,276517.0,37.0,False,0.591,0.774,8.0,-6.554,1.0,0.105,0.00504,0.00232,0.178,0.527,91.985,4.0
890,Reflections (Milkman Remix)Milkman,Milkman,Reflections (Milkman Remix),[],06S0W9CBU0v07oU2fH1UC4,https://p.scdn.co/mp3-preview/a9deb2f6290b6ea4d83a665fb4f4e5881eee9262?cid=b8d3901151d34489a160e3cf0ab1fa94,225000.0,34.0,False,0.663,0.767,6.0,-3.718,0.0,0.125,0.253,2.53e-06,0.0294,0.348,128.008,4.0
891,Second WindKadhja Bonet,Kadhja Bonet,Second Wind,"['alternative r&b', 'indie jazz', 'indie soul']",70j5IpLhG6klLJtTpYXUss,https://p.scdn.co/mp3-preview/34518fa182a43146840e05869fd442b5aa31c1da?cid=b8d3901151d34489a160e3cf0ab1fa94,248387.0,36.0,False,0.314,0.418,1.0,-7.855,0.0,0.0356,0.722,6.59e-06,0.105,0.307,147.909,4.0
892,A Whiter Shade of PaleProcol Harum,Procol Harum,A Whiter Shade of Pale,"['album rock', 'art rock', 'blues rock', 'british invasion', 'classic rock', 'classic uk pop', 'folk rock', 'progressive rock', 'psychedelic rock', 'symphonic rock']",78ZqE2tjAxbqEGGlvGnQfT,https://p.scdn.co/mp3-preview/9ca803c59e8b3c136fbdc1d104fa2423ebc8cb0d?cid=b8d3901151d34489a160e3cf0ab1fa94,248946.0,67.0,False,0.249,0.66,0.0,-6.905,1.0,0.0342,0.504,0.0026,0.0891,0.435,149.813,4.0
893,PitifulBlindside,Blindside,Pitiful,"['christian alternative rock', 'christian hardcore', 'christian metal', 'christian punk', 'christian rock', 'dreamo', 'nu metal', 'swedish alternative rock']",1TTOAw90zzNWKnUgzzcvZW,https://p.scdn.co/mp3-preview/e4d0ba0c7a4f64afc08d7cb7a931a3671c709be8?cid=b8d3901151d34489a160e3cf0ab1fa94,192213.0,46.0,False,0.54,0.959,8.0,-3.775,1.0,0.0452,0.000817,0.0,0.376,0.499,131.83,4.0
894,Killing in the NameRage Against the Machine,Rage Against the Machine,Killing in the Name,"['alternative metal', 'alternative rock', 'conscious hip hop', 'funk metal', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rap rock', 'rock']",59WN2psjkt1tyaxjspN8fp,https://p.scdn.co/mp3-preview/af0c42e6dacc0b8bb43c269ea2075c3de3ee2c7a?cid=b8d3901151d34489a160e3cf0ab1fa94,313573.0,78.0,True,0.466,0.833,7.0,-4.215,1.0,0.304,0.0266,0.0,0.0327,0.661,88.785,4.0
895,Thank You - Recorded Live At Esplanade Arts & Heritage Centre Medicine Hat Alberta Canada on April 27 2011Chris Cornell,Chris Cornell,Thank You - Recorded Live At Esplanade Arts & Heritage Centre Medicine Hat Alberta Canada on April 27 2011,"['alternative metal', 'alternative rock', 'grunge', 'post-grunge', 'rock']",36QwvXHlo8kqob3AmH1Z3I,,288186.0,52.0,False,0.402,0.317,7.0,-5.826,1.0,0.0268,0.766,0.0,0.715,0.103,77.654,4.0
896,Beat It - Single VersionMichael Jackson,Michael Jackson,Beat It - Single Version,"['pop', 'r&b', 'soul']",1OOtq8tRnDM8kG2gqUPjAj,https://p.scdn.co/mp3-preview/4901df6e0f8bf6ce93e08df7d98a50e220c45799?cid=b8d3901151d34489a160e3cf0ab1fa94,258040.0,77.0,False,0.779,0.867,3.0,-3.704,0.0,0.0457,0.0491,7.98e-06,0.197,0.915,138.858,4.0
897,Expanding AnywayMorning Teleportation,Morning Teleportation,Expanding Anyway,['kentucky indie'],7C5UlMz9b51rQI66lpEiSo,https://p.scdn.co/mp3-preview/ef8c8f2d3593c24f1306d58c739b31e8a1267426?cid=b8d3901151d34489a160e3cf0ab1fa94,221773.0,36.0,False,0.297,0.827,5.0,-4.748,1.0,0.0735,0.12,0.000123,0.347,0.467,147.232,4.0
898,Memphis Exorcism - Remastered 2016Squirrel Nut Zippers,Squirrel Nut Zippers,Memphis Exorcism - Remastered 2016,['swing'],4dqysTd6X5VkNvhAaZDgUQ,,144626.0,26.0,False,0.53,0.636,9.0,-8.427,0.0,0.104,0.502,0.88,0.178,0.75,205.112,4.0
899,Mariah Carey - Vision Of LoveMariah Carey,Mariah Carey,Mariah Carey - Vision Of Love,"['dance pop', 'pop', 'r&b', 'urban contemporary']",,,,,,,,,,,,,,,,,
900,Aunt BettyMiddle Class Rut,Middle Class Rut,Aunt Betty,"['sacramento indie', 'stomp pop']",2QqUXMnDb0CiNhkOpjOAiJ,https://p.scdn.co/mp3-preview/782405a420d37aa2aa1e3d515e268c1ddd127e8f?cid=b8d3901151d34489a160e3cf0ab1fa94,263493.0,37.0,True,0.38,0.976,2.0,-5.259,0.0,0.268,0.000397,0.225,0.31,0.173,156.518,4.0
901,Another One Rides The BusWeird Al Yankovic,Weird Al Yankovic,Another One Rides The Bus,"['antiviral pop', 'comedy rock', 'comic', 'parody']",7iAnfpIHu1cDsxovakGoCq,https://p.scdn.co/mp3-preview/3165009716f4664181983acb90b3d485cf83fa8c?cid=b8d3901151d34489a160e3cf0ab1fa94,155093.0,41.0,False,0.829,0.288,9.0,-13.405,1.0,0.559,0.333,1.18e-05,0.121,0.632,131.766,4.0
902,Lift Me UpYes,Yes,Lift Me Up,"['album rock', 'art rock', 'classic rock', 'hard rock', 'jazz fusion', 'progressive rock', 'psychedelic rock', 'rock', 'symphonic rock']",0KpvMmpUFIMVpY14ypSdBB,https://p.scdn.co/mp3-preview/1b03617befd8a572bc5e52a5eb9a8fd1d006e356?cid=b8d3901151d34489a160e3cf0ab1fa94,390306.0,23.0,False,0.518,0.82,9.0,-7.988,1.0,0.0329,0.184,1.53e-05,0.168,0.474,92.189,4.0
903,What's Up Danger (with Black Caviar)Blackway,Blackway,What's Up Danger (with Black Caviar),['nyc rap'],5zsHmE2gO3RefVsPyw2e3T,,222306.0,73.0,False,0.701,0.755,2.0,-5.82,1.0,0.0417,0.00363,0.000795,0.121,0.116,95.036,4.0
904,After You've GoneEddie Henderson,Eddie Henderson,After You've Gone,"['jazz funk', 'soul jazz']",1z2FcRqCR6byfXDSvHq8E4,https://p.scdn.co/mp3-preview/18a459d6c1a076de0596fa4489210ba0bac51acb?cid=b8d3901151d34489a160e3cf0ab1fa94,424243.0,54.0,False,0.382,0.158,10.0,-12.962,1.0,0.0466,0.986,0.823,0.127,0.314,46.95,4.0
905,Orange MilkWhizekane,Whizekane,Orange Milk,[],21VoHP6qE6fy2fS760UASR,https://p.scdn.co/mp3-preview/b65dcf1eb095c942c8ee28324c516aa683176540?cid=b8d3901151d34489a160e3cf0ab1fa94,197289.0,17.0,False,0.388,0.672,2.0,-6.59,0.0,0.214,0.178,0.06,0.145,0.443,188.469,4.0
906,My LetterFlaw,Flaw,My Letter,"['alternative metal', 'groove metal', 'industrial metal', 'louisville indie', 'nu metal', 'post-grunge', 'rap rock']",29R9SAxapAHhCxe5ZIadtb,,275613.0,36.0,False,0.229,0.771,1.0,-7.192,0.0,0.0657,0.000158,0.0,0.0992,0.471,83.073,4.0
907,Slow and SteadyOf Monsters and Men,Of Monsters and Men,Slow and Steady,"['folk-pop', 'indie pop', 'metropopolis', 'modern rock', 'pop rock', 'stomp and holler']",2PfnAaQIMwHPvmda8MG5jm,,301613.0,50.0,False,0.316,0.803,8.0,-7.143,0.0,0.0543,0.0173,0.166,0.36,0.308,117.195,4.0
908,I Still Love ItKD,KD,I Still Love It,[],5v3PNisuYi68Vu51lwC9jd,https://p.scdn.co/mp3-preview/3110baddb6863a90249c7b1655b5d09da7862643?cid=b8d3901151d34489a160e3cf0ab1fa94,228989.0,12.0,True,0.622,0.913,10.0,-3.474,0.0,0.442,0.0705,0.0,0.154,0.848,112.052,5.0
909,How You Remind MeNickelback,Nickelback,How You Remind Me,"['alternative metal', 'canadian rock', 'nu metal', 'post-grunge']",0gmbgwZ8iqyMPmXefof8Yf,https://p.scdn.co/mp3-preview/bce58ffc6c70e0fcf2f2c0228f794743a07569ab?cid=b8d3901151d34489a160e3cf0ab1fa94,223840.0,78.0,False,0.446,0.764,10.0,-5.042,1.0,0.033,0.00135,0.0,0.099,0.543,172.094,4.0
910,I Want To Break Free - Remastered 2011Queen,Queen,I Want To Break Free - Remastered 2011,"['glam rock', 'rock']",7h2yhVxcZOGyQdOwD4Hu8J,,258013.0,64.0,False,0.795,0.433,4.0,-8.927,1.0,0.0324,0.0853,0.000284,0.0762,0.6,108.947,4.0
911,This FeelingAlabama Shakes,Alabama Shakes,This Feeling,"['alabama indie', 'funk', 'garage rock']",3IBhpCAFOJxynTfrw0t2LN,https://p.scdn.co/mp3-preview/299c5de4cff182ee0d77988d3ef7861b6ba0314f?cid=b8d3901151d34489a160e3cf0ab1fa94,268853.0,60.0,False,0.628,0.329,7.0,-11.424,1.0,0.036,0.834,0.00335,0.11,0.305,130.808,4.0
912,SapphireDiamond Thug,Diamond Thug,Sapphire,"['cape town indie', 'south african alternative', 'south african rock']",4ReDr05RmUl5Im7NcbnSz3,https://p.scdn.co/mp3-preview/d1886e324535fbca45168911ea916ca27989f6d7?cid=b8d3901151d34489a160e3cf0ab1fa94,191404.0,45.0,False,0.657,0.651,9.0,-9.188,0.0,0.0291,0.302,0.125,0.0934,0.12,112.021,4.0
913,Outta ControlRebelution,Rebelution,Outta Control,['reggae rock'],3E3f3Po59cqs9gS3vexHjB,https://p.scdn.co/mp3-preview/e75959b5a6dc59d8bb2cb13a6261bfe7cec14df1?cid=b8d3901151d34489a160e3cf0ab1fa94,245293.0,50.0,False,0.674,0.63,6.0,-6.915,0.0,0.101,0.0534,2.51e-06,0.0948,0.655,180.022,4.0
914,Under Pressure - RemasteredQueen,Queen,Under Pressure - Remastered,"['glam rock', 'rock']",11IzgLRXV7Cgek3tEgGgjw,,248440.0,72.0,False,0.671,0.711,2.0,-7.813,1.0,0.0478,0.422,0.0,0.104,0.466,113.809,4.0
915,Susie QCreedence Clearwater Revival,Creedence Clearwater Revival,Susie Q,"['album rock', 'classic rock', 'rock', 'roots rock', 'southern rock']",6z2AyfE9GZxoHqJVSA4NgN,,274160.0,54.0,False,0.65,0.556,9.0,-13.587,0.0,0.0378,0.112,0.000637,0.109,0.95,128.241,4.0
916,ModelsBusty and the Bass,Busty and the Bass,Models,"['modern funk', 'retro soul']",7c3eNEDOGHUMuPKzmfqWn1,https://p.scdn.co/mp3-preview/61de24d2f45ac33e2057bc4231751562f4740e65?cid=b8d3901151d34489a160e3cf0ab1fa94,215190.0,31.0,False,0.586,0.748,5.0,-4.672,1.0,0.0537,0.0594,5.14e-06,0.141,0.608,125.989,4.0
917,BukowskiModest Mouse,Modest Mouse,Bukowski,"['alternative rock', 'dance-punk', 'garage rock', 'indie pop', 'indie rock', 'lo-fi', 'modern rock', 'washington indie']",27QCaXOhT6qY0NT6tv5IZ6,https://p.scdn.co/mp3-preview/d277c1782869b669994428d70ef0f0572747bbce?cid=b8d3901151d34489a160e3cf0ab1fa94,254666.0,50.0,True,0.622,0.413,8.0,-9.975,1.0,0.0457,0.0839,0.00235,0.131,0.52,130.166,4.0
918,Why Does This Always Happen to Me?Weird Al Yankovic,Weird Al Yankovic,Why Does This Always Happen to Me?,"['antiviral pop', 'comedy rock', 'comic', 'parody']",47flvV7zcffkchY25jFcWa,https://p.scdn.co/mp3-preview/14ae83aad542000c483af73e4e334b40c4137495?cid=b8d3901151d34489a160e3cf0ab1fa94,292160.0,27.0,False,0.633,0.614,6.0,-11.32,1.0,0.0449,0.067,0.0,0.0637,0.665,156.006,4.0
919,Make You WannaFlap Jack,Flap Jack,Make You Wanna,[],,,,,,,,,,,,,,,,,
920,Immigrant Song - RemasteredLed Zeppelin,Led Zeppelin,Immigrant Song - Remastered,"['album rock', 'classic rock', 'hard rock', 'rock']",78lgmZwycJ3nzsdgmPPGNx,https://p.scdn.co/mp3-preview/8455599677a13017978dcd3f4b210937f0a16bcb?cid=b8d3901151d34489a160e3cf0ab1fa94,146250.0,77.0,False,0.564,0.932,11.0,-10.068,1.0,0.0554,0.013,0.169,0.349,0.619,112.937,4.0
921,Just Another DreamStick Figure,Stick Figure,Just Another Dream,['reggae fusion'],2SELUL4Jt8KtvYdV7Rc1RR,https://p.scdn.co/mp3-preview/2230703be57c81644097a9e0a4a7c44c1759c813?cid=b8d3901151d34489a160e3cf0ab1fa94,279323.0,49.0,False,0.905,0.47,7.0,-9.598,0.0,0.0508,0.359,0.00291,0.0852,0.689,132.041,4.0
922,PopularNada Surf,Nada Surf,Popular,['power pop'],48sJGpBLqQTs0sZ2ImHJof,https://p.scdn.co/mp3-preview/52af765a628f6418df302ed0fb5a24a68c89de2e?cid=b8d3901151d34489a160e3cf0ab1fa94,220586.0,53.0,False,0.444,0.884,7.0,-6.104,1.0,0.119,0.00751,8.94e-05,0.116,0.296,94.82,4.0
923,Wicked Young ManAlice Cooper,Alice Cooper,Wicked Young Man,"['album rock', 'blues rock', 'classic rock', 'comic', 'glam metal', 'glam rock', 'hard rock', 'metal', 'protopunk', 'rock']",2Nq9Ah2qsn3JLmecNzFNNi,https://p.scdn.co/mp3-preview/08d7217bbf80ea49802ae7c8028899d89fbca170?cid=b8d3901151d34489a160e3cf0ab1fa94,230026.0,19.0,False,0.639,0.796,6.0,-6.213,1.0,0.0431,0.00112,0.318,0.291,0.636,114.012,4.0
924,Misty Sunshinebluntone,bluntone,Misty Sunshine,"['chillhop', 'jazz boom bap', 'lo-fi beats']",1B0s0XuwGBKAFVrLmxC6kE,https://p.scdn.co/mp3-preview/f7fad968ac4dc67ad4f81bd0569a8da4083a52d9?cid=b8d3901151d34489a160e3cf0ab1fa94,108664.0,46.0,False,0.725,0.247,6.0,-10.261,0.0,0.381,0.111,0.916,0.234,0.197,163.76,4.0
925,Sign of the TimesHarry Styles,Harry Styles,Sign of the Times,"['dance pop', 'pop', 'post-teen pop']",5Ohxk2dO5COHF1krpoPigN,https://p.scdn.co/mp3-preview/af237206f611b722f48620ece049aff3b8650e77?cid=b8d3901151d34489a160e3cf0ab1fa94,340706.0,80.0,False,0.516,0.595,5.0,-4.63,1.0,0.0313,0.0275,0.0,0.109,0.222,119.972,4.0
926,Somerhill Avesoul:ctrl,soul:ctrl,Somerhill Ave,,,,,,,,,,,,,,,,,,
927,Last ChanceAutumn Keys,Autumn Keys,Last Chance,[],00hvIih24hny87nA7TVO4z,https://p.scdn.co/mp3-preview/57e371bf30bd5eea7aa3d76e944901a1e92dd8c0?cid=b8d3901151d34489a160e3cf0ab1fa94,121714.0,40.0,False,0.658,0.269,0.0,-17.524,1.0,0.442,0.722,0.852,0.172,0.199,135.216,4.0
928,Bourbon StreetJeff Tuohy,Jeff Tuohy,Bourbon Street,[],09rAqsUGWjqNEHna4aXBrk,https://p.scdn.co/mp3-preview/ae29cec132891282fd4bb0f76dafd714224f253f?cid=b8d3901151d34489a160e3cf0ab1fa94,169200.0,37.0,False,0.615,0.726,4.0,-4.964,0.0,0.062,0.0395,0.0,0.0882,0.935,174.145,4.0
929,Missin OutBrent Faiyaz,Brent Faiyaz,Missin Out,"['alternative r&b', 'dmv rap', 'rap', 'trap soul']",2Lwe7PQk7mROzGezTrRVap,https://p.scdn.co/mp3-preview/4460e65eb521beb1666bec4a8046d267d271a0a6?cid=b8d3901151d34489a160e3cf0ab1fa94,233340.0,47.0,True,0.324,0.172,7.0,-14.314,1.0,0.0553,0.97,0.000464,0.108,0.374,78.011,4.0
930,FuelMetallica,Metallica,Fuel,"['alternative metal', 'hard rock', 'metal', 'old school thrash', 'rock', 'speed metal', 'thrash metal']",1tTPC0hsnXq1IGpvWY54JC,https://p.scdn.co/mp3-preview/c44db490b2b4755ab68001cb94a4f10d70d93b78?cid=b8d3901151d34489a160e3cf0ab1fa94,269733.0,60.0,False,0.491,0.951,1.0,-3.775,1.0,0.0465,2.3e-05,0.00354,0.0424,0.555,106.948,4.0
931,Fire AwaySkrillex,Skrillex,Fire Away,"['brostep', 'complextro', 'edm', 'electro', 'electro house']",3G6f32IgEKsInHsy2J4r5J,https://p.scdn.co/mp3-preview/400ba1c257c86fd9ae454f61cadbf34d43115e3c?cid=b8d3901151d34489a160e3cf0ab1fa94,341146.0,46.0,True,0.546,0.814,7.0,-7.689,0.0,0.0665,0.146,0.000329,0.0804,0.0725,139.793,4.0
932,Come Together - RemasteredThe Beatles,The Beatles,Come Together - Remastered,"['british invasion', 'merseybeat', 'psychedelic rock', 'rock']",2EqlS6tkEnglzr7tkKAAYD,,259946.0,80.0,False,0.533,0.376,9.0,-11.913,0.0,0.0393,0.0302,0.248,0.0926,0.187,165.007,4.0
933,Help Me RhondaThe Beach Boys,The Beach Boys,Help Me Rhonda,"['baroque pop', 'brill building pop', 'folk rock', 'psychedelic rock', 'rock', 'sunshine pop']",3haZcHm3HydDVxm3je3Zmg,,168240.0,52.0,False,0.544,0.748,1.0,-6.243,1.0,0.0298,0.311,0.000716,0.0633,0.825,139.739,4.0
934,First Air Of AutumnDrive-By Truckers,Drive-By Truckers,First Air Of Autumn,,,,,,,,,,,,,,,,,,
935,10000 Emerald PoolsBØRNS,BØRNS,10000 Emerald Pools,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop']",,,,,,,,,,,,,,,,,
936,DriveOh Wonder,Oh Wonder,Drive,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'pop']",2kJqNHHGOzLNahukdvlDWN,,196465.0,66.0,False,0.657,0.456,9.0,-8.351,1.0,0.0961,0.705,8.84e-06,0.084,0.381,141.735,4.0
937,Don't Tell Our Friends About MeBlake Mills,Blake Mills,Don't Tell Our Friends About Me,"['indie folk', 'modern folk rock']",4ktZEbOKEnx5svwITaKwqK,,319706.0,49.0,True,0.738,0.553,10.0,-8.056,1.0,0.0351,0.654,0.00195,0.106,0.66,124.882,4.0
938,MidnightTrans-Siberian Orchestra,Trans-Siberian Orchestra,Midnight,,,,,,,,,,,,,,,,,,
939,All the Small Thingsblink-182,blink-182,All the Small Things,,,,,,,,,,,,,,,,,,
940,Givin Em What They Love (feat. Prince)Janelle Monáe,Janelle Monáe,Givin Em What They Love (feat. Prince),"['alternative r&b', 'art pop', 'atl hip hop', 'dance pop', 'electropop', 'escape room', 'neo soul', 'pop', 'pop rap', 'r&b']",,,,,,,,,,,,,,,,,
941,Stay NowThe Expendables,The Expendables,Stay Now,"['reggae rock', 'west coast reggae']",3kTF1aDtiHuWRsT8onomnB,https://p.scdn.co/mp3-preview/7dda6aed61f1f16acc73eb1ff1d6758a87d2157d?cid=b8d3901151d34489a160e3cf0ab1fa94,262280.0,38.0,False,0.49,0.738,11.0,-5.867,1.0,0.0492,0.132,0.000366,0.0826,0.735,155.179,4.0
942,Chasing StarsMoux,Moux,Chasing Stars,['focus'],0Ngo7SiCaF52cyNQWghHs1,https://p.scdn.co/mp3-preview/eba437fae4c1b9c69709b53eb615b64e45f8ceb6?cid=b8d3901151d34489a160e3cf0ab1fa94,142653.0,51.0,False,0.482,0.0245,0.0,-30.849,1.0,0.0473,0.99,0.85,0.102,0.111,124.038,4.0
943,(Sittin' On) The Dock of the BaySara Bareilles,Sara Bareilles,(Sittin' On) The Dock of the Bay,"['acoustic pop', 'lilith', 'neo mellow', 'pop', 'pop rock']",4AwMZr3UOiZLbr4nIBEJE3,https://p.scdn.co/mp3-preview/4ce2e45b33f4141fbbfe2ae989dd51b073114b2e?cid=b8d3901151d34489a160e3cf0ab1fa94,276880.0,46.0,False,0.402,0.234,11.0,-11.514,0.0,0.0374,0.838,1.31e-06,0.897,0.205,96.386,5.0
944,Brush up Against YouNorth Mississippi Allstars,North Mississippi Allstars,Brush up Against You,"['blues rock', 'deep new americana', 'electric blues', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'roots rock', 'southern rock']",3r6qOo5JvNNgJqTuWJa5q9,https://p.scdn.co/mp3-preview/edfb0d93971ce6729f2d00595ac95d1ff1ebcbf2?cid=b8d3901151d34489a160e3cf0ab1fa94,436240.0,33.0,False,0.525,0.558,2.0,-10.113,1.0,0.104,0.35,0.0731,0.327,0.812,172.624,4.0
945,RescueAlysha Brilla,Alysha Brilla,Rescue,['canadian blues'],0XBWqI013UslporJYfz733,https://p.scdn.co/mp3-preview/f836f0e5cdbece00ae39208f7c0d49e19e996082?cid=b8d3901151d34489a160e3cf0ab1fa94,265199.0,36.0,False,0.627,0.518,10.0,-5.697,1.0,0.048,0.508,0.0,0.11,0.895,108.09,4.0
946,After the Thrill Is Gone - 2013 RemasterEagles,Eagles,After the Thrill Is Gone - 2013 Remaster,"['album rock', 'classic rock', 'folk rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",73gx888k1raTwjFeuqIV5D,https://p.scdn.co/mp3-preview/af432c0d1b1b082588b305662c5405cf6cc96555?cid=b8d3901151d34489a160e3cf0ab1fa94,236663.0,54.0,False,0.572,0.358,7.0,-10.168,1.0,0.0292,0.407,0.00573,0.122,0.405,77.232,4.0
947,Canary CageThe Whistles and the Bells,The Whistles and the Bells,Canary Cage,['christian indie'],7mT4oID6a8EQc9KBWTD2dq,https://p.scdn.co/mp3-preview/c0dd42b45cd7acfcd8db2fe8d6de26b3f1a027f3?cid=b8d3901151d34489a160e3cf0ab1fa94,236813.0,14.0,False,0.463,0.647,2.0,-8.057,1.0,0.0398,0.284,0.000143,0.0819,0.381,83.336,4.0
948,The Storm (feat. Obeah)Daily Bread,Daily Bread,The Storm (feat. Obeah),[],5sHApOxktgLMOEkzKCugdH,https://p.scdn.co/mp3-preview/2a62aa9906fb99ffd979686d8e0fb3634dfebb95?cid=b8d3901151d34489a160e3cf0ab1fa94,288014.0,15.0,False,0.604,0.86,1.0,-5.346,1.0,0.272,0.0198,4.17e-05,0.25,0.588,84.98,4.0
949,Jealous ManThe Marcus King Band,The Marcus King Band,Jealous Man,"['blues rock', 'funk', 'jam band', 'modern blues', 'modern blues rock', 'new americana']",5mPMCnbqbLQedrEVJH2BVN,,274600.0,42.0,False,0.485,0.825,7.0,-5.494,1.0,0.0785,0.351,0.000182,0.0964,0.779,78.268,4.0
950,CelebrateAnderson .Paak,Anderson .Paak,Celebrate,"['escape room', 'hip hop']",1zlclNkERGFrCxznXOgkD3,https://p.scdn.co/mp3-preview/8e7137ab55cf8cf6f4232ca7f988db8eb9fd8888?cid=b8d3901151d34489a160e3cf0ab1fa94,226186.0,53.0,True,0.703,0.759,0.0,-6.554,1.0,0.149,0.0484,0.0031,0.664,0.863,94.009,4.0
